N_out,P_low,P_upp
633,0.2884524172524121,0.450667122091144
634,0.2875176758186375,0.4496403742260595
635,0.286583305768047,0.44861325540688
636,0.2856493077443538,0.44758576499414104
637,0.28471568239792633,0.4465579023417501
638,0.28378243038583706,0.4455296667969384
639,0.282849552371913,0.4445010577002093
640,0.28191704902678616,0.4434720743852907
641,0.2809849210279457,0.4424427161790797
642,0.28005316905979005,0.4414129824015951
643,0.2791217938136795,0.44038287236592155
644,0.278190795987991,0.4393523853781577
645,0.2772601762881717,0.43832152073736075
646,0.2763299354267943,0.4372902777354929
647,0.27540007412361445,0.4362586556573651
648,0.27447059310562594,0.4352266537805799
649,0.27354149310711895,0.43419427137547584
650,0.27261277486973934,0.43316150770506756
